q,,,,,,,,,,,,,,,,,,,,,,,,
Timestamp,"Participation Invitation
We kindly invite you to share your experiences and opinions by completing this survey. The questionnaire will only take a few minutes of your time, and your insights will play a key role in enhancing the relevance and appeal of YNE’s free training programs.
Before we proceed, please confirm your consent to participate by answering the following question:
Do you consent to participate in this online survey?",Age,Gender,Sub City ,Education Level ,Employment Status,Do you have a Telegram account? ,Have you ever heard about The Youth Network Ethiopia (YNE)?,"If yes, how did you first learn about YNE? (Check all that apply)","If your answer to Question 2 is YES, and you were to participate in YNE training, which factors would be most important to you?",How do you access the internet? (Select all that apply),Which social media platforms have you used for online training purposes? (Select all that apply),How likely are you to join a free online training program offered by YNE?,What would be the most significant barriers for you to participate in free training sessions? (Select all that apply),Would you be interested in training sessions on the following topics? (Select all that apply),What motivates you to consider joining a free training program? (Select all that apply),What type of training delivery do you prefer? (Select all that apply),What is your preferred time for attending online training sessions?,How often would you prefer  free online training sessions to be offered?,Would you be more likely to attend free training sessions if they offered certification?,What topics or skills would you like free online training sessions to focus on?,How do you evaluate the overall questionnaire preparation?,What feedback and recommendations do you have for improving the questionnaire?,Area of Collection
1/21/2025 13:46:20,"Yes, I consent to participate.",19,Male,Nifas Silk Lafto,Tertiary Education (Undergraduate),Student,Yes,No,,,Home Wi-Fi,None of the above,5,Lack of time,Entrepreneurship and business management,Certification upon completion,Podcasts or audio materials,Evening (4 PM–8 PM),Bi-weekly,2,Business,3,Nothing ,4 kilo
1/21/2025 13:50:56,"Yes, I consent to participate.",24,Male,Ledeta,Tertiary Education (Undergraduate),Full time,Yes,No,,,Mobile data,"LinkedIn, Telegram",3,Lack of time,Entrepreneurship and business management,Networking opportunities,"Live sessions with Q&A, Discussion forums or group chats, Podcasts or audio materials",Evening (4 PM–8 PM),Weekly,1,Digital Marketing ,5,Good ,4 kilo
1/21/2025 14:01:49,"Yes, I consent to participate.",30,Female,Ledeta,"Postgraduate Education (Master’s, Doctoral Level)",Part time,Yes,No,,,Mobile data,YouTube,3,Topics not aligning with personal/career interests,Digital skills,To gain new skills,Pre-recorded videos,Evening (4 PM–8 PM),Weekly,3,Digital skill,5,Its is very good ,4 kilo
1/21/2025 14:06:15,"Yes, I consent to participate.",27,Male,Yeka,"Postgraduate Education (Master’s, Doctoral Level)",Part time,Yes,No,,,"Mobile data, Home Wi-Fi, Public Wi-Fi","Telegram, WhatsApp, YouTube, Facebook, Twitter/X, TikTok",2,Lack of time,"Digital skills, Entrepreneurship and business management, Personal development","To gain new skills, To improve career prospects, Certification upon completion","Live sessions with Q&A, Reading materials (e.g., PDFs, guides), Interactive quizzes or activities, Podcasts or audio materials, Virtual workshops or webinars",Evening (4 PM–8 PM),Bi-weekly,1,Digital skills,5,Nice questionare,4 kilo
1/21/2025 14:11:56,"Yes, I consent to participate.",22,Male,Gullele,Tertiary Education (Undergraduate),Student,Yes,Yes,"Social media (e.g., Facebook, Instagram)",Interactive sessions,"Mobile data, Home Wi-Fi","LinkedIn, Telegram",1,Lack of time,"Career development, Digital skills, Personal development","To gain new skills, To improve career prospects, Personal interest, Networking opportunities, Certification upon completion","Pre-recorded videos, Reading materials (e.g., PDFs, guides), Interactive quizzes or activities, Discussion forums or group chats, In-person training sessions (if applicable), Blended (combination of online and in-person)",Evening (4 PM–8 PM),Bi-weekly,1,Data science ,3,Its all good supportive and interesting ,4 kilo
1/21/2025 14:24:02,"Yes, I consent to participate.",23,Female,Yeka,Tertiary Education (Undergraduate),Unemployed,Yes,No,,,Home Wi-Fi,"LinkedIn, Telegram, YouTube",2,"Lack of time, Topics not aligning with personal/career interests","Career development, Digital skills","To improve career prospects, Personal interest","Pre-recorded videos, Reading materials (e.g., PDFs, guides), Self-paced online modules",Evening (4 PM–8 PM),Weekly,1,Digital skills,4,It is well prepared ,4 kilo
1/21/2025 14:37:11,"Yes, I consent to participate.",17,Male,Bole,Secondary Education (Grades 9–12),Student,No,No,,,Mobile data,None of the above,3,Lack of time,Entrepreneurship and business management,Personal interest,Blended (combination of online and in-person),Morning (8 AM–12 PM),Monthly,3,Business management ,3,It is good ,4 kilo
1/21/2025 14:42:10,"Yes, I consent to participate.",17,Female,Kolfe Keranio,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,Telegram,4,Lack of time,Digital skills,To gain new skills,Pre-recorded videos,Evening (4 PM–8 PM),Bi-weekly,3,Personal development ,4,Everything is perfectly fine,4 kilo
1/21/2025 14:56:05,"Yes, I consent to participate.",27,Male,Arada,Completed Degree,Full time,Yes,No,,,"Mobile data, Public Wi-Fi",YouTube,1,"Poor internet access, Topics not aligning with personal/career interests","Digital skills, Entrepreneurship and business management","To gain new skills, To improve career prospects","Reading materials (e.g., PDFs, guides), Podcasts or audio materials",Evening (4 PM–8 PM),Weekly,1,Photography,5,Not recommended ,4 kilo
1/21/2025 15:03:02,"Yes, I consent to participate.",20,Female,Nifas Silk Lafto,Tertiary Education (Undergraduate),Student,Yes,No,,,Mobile data,"LinkedIn, YouTube",1,Lack of awareness,Career development,To gain new skills,"Pre-recorded videos, Reading materials (e.g., PDFs, guides), Podcasts or audio materials",Afternoon (12 PM–4 PM),Weekly,1,Computer science ,5,It is good ,4 kilo
1/21/2025 15:08:09,"Yes, I consent to participate.",45,Male,Arada,"Postgraduate Education (Master’s, Doctoral Level)",Unemployed,Yes,No,,,Mobile data,None of the above,5,Poor internet access,"Digital skills, Entrepreneurship and business management","To gain new skills, Personal interest","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Weekly,1,Accounting ,5,Not recommended ,4 kilo
1/21/2025 15:17:13,"Yes, I consent to participate.",30,Male,Lemi Kura,Completed Degree,Part time,Yes,No,,,Mobile data,"LinkedIn, Telegram, WhatsApp, YouTube, Facebook, TikTok",3,Poor internet access,"Career development, Digital skills, Entrepreneurship and business management, Personal development","To gain new skills, Personal interest, Certification upon completion","Podcasts or audio materials, Virtual workshops or webinars",Evening (4 PM–8 PM),Weekly,3,Networking,3,I don't hv,4 kilo
1/21/2025 15:34:06,"Yes, I consent to participate.",20,Male,Arada,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,YouTube,1,Lack of time,Career development,To gain new skills,Live sessions with Q&A,Evening (4 PM–8 PM),Daily,1,Forex,4,I have no idea about it,4 kilo
1/21/2025 15:39:59,"Yes, I consent to participate.",28,Male,Gullele,Tertiary Education (Undergraduate),Student,Yes,No,,,"Home Wi-Fi, Public Wi-Fi",Telegram,1,I live in another mind realm,Entrepreneurship and business management,Networking opportunities,Discussion forums or group chats,Afternoon (12 PM–4 PM),Daily,1,Bussines ,5,Not recommended ,4 kilo
1/21/2025 15:45:26,"Yes, I consent to participate.",23,Male,Addis Ketema,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi, Public Wi-Fi","LinkedIn, Telegram",1,"Lack of awareness, Lack of time, Topics not aligning with personal/career interests","Career development, Digital skills","To gain new skills, To improve career prospects, Personal interest, Networking opportunities","Reading materials (e.g., PDFs, guides), Self-paced online modules, In-person training sessions (if applicable)",Evening (4 PM–8 PM),Bi-weekly,3,Health related ,4,Overall it was good,4 kilo
1/21/2025 15:53:03,"Yes, I consent to participate.",23,Male,Akaki Kaliti,Tertiary Education (Undergraduate),Student,Yes,No,,,Mobile data,YouTube,5,Lack of time,"Digital skills, ",To gain new skills,Pre-recorded videos,Evening (4 PM–8 PM),Bi-weekly,5,Communication skill,2,Good but need more specificity,4 kilo
1/22/2025 9:53:31,"Yes, I consent to participate.",29,Male,Yeka,Tertiary Education (Undergraduate),Unemployed,Yes,No,,,Mobile data,TikTok,1,Poor internet access,Digital skills,"To gain new skills, To improve career prospects, Personal interest, Networking opportunities, Certification upon completion","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Weekly,1,Computer science ,5,Nice,4 kilo
1/22/2025 9:58:55,"Yes, I consent to participate.",26,Female,Arada,Completed Degree,Full time,Yes,No,,,"Mobile data, Home Wi-Fi",YouTube,1,Lack of time,Entrepreneurship and business management,To gain new skills,"Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Weekly,1,Bussines development ,5,Not bad it's good,4 kilo
1/22/2025 10:06:19,"Yes, I consent to participate.",27,Male,Bole,Completed Degree,Unemployed,Yes,Yes,"Social media (e.g., Facebook, Instagram)",Relevant topics,Mobile data,Telegram,1,Lack of time,Digital skills,To improve career prospects,Podcasts or audio materials,Evening (4 PM–8 PM),Daily,1,Computer system,4,Very good,4 kilo
1/22/2025 10:15:55,"Yes, I consent to participate.",23,Female,Arada,Completed Degree,Unemployed,Yes,No,,,Mobile data,"Telegram, YouTube",3,Poor internet access,"Digital skills, Entrepreneurship and business management, Personal development","To gain new skills, Certification upon completion","Live sessions with Q&A, Reading materials (e.g., PDFs, guides), Interactive quizzes or activities",Evening (4 PM–8 PM),Weekly,1,Working skills,4,Not recommended ,4 kilo
1/22/2025 10:25:03,"Yes, I consent to participate.",27,Male,Bole,Tertiary Education (Undergraduate),Full time,Yes,No,,,"Mobile data, Home Wi-Fi","Telegram, Google meet  and zoom ",3,"Lack of time, Topics not aligning with personal/career interests","Career development, Entrepreneurship and business management, Personal development","To improve career prospects, Personal interest, Certification upon completion","Reading materials (e.g., PDFs, guides), Interactive quizzes or activities, Podcasts or audio materials, Self-paced online modules",Evening (4 PM–8 PM),Bi-weekly,1,Medical laboratory topics (more specific malaria identification ,4,Promote the platform ,4 kilo
1/22/2025 10:31:44,"Yes, I consent to participate.",28,Male,Yeka,"Postgraduate Education (Master’s, Doctoral Level)",Part time,Yes,No,,,Home Wi-Fi,YouTube,1,Lack of awareness,"Career development, Entrepreneurship and business management, Personal development","To gain new skills, To improve career prospects, Networking opportunities, Certification upon completion","Live sessions with Q&A, Interactive quizzes or activities, Discussion forums or group chats, In-person training sessions (if applicable), Blended (combination of online and in-person)",Evening (4 PM–8 PM),Bi-weekly,1,Effective communication ,5,Its good l liked it,4 kilo
1/22/2025 10:35:30,"Yes, I consent to participate.",21,Female,Kolfe Keranio,Tertiary Education (Undergraduate),Student,Yes,No,,,Home Wi-Fi,"Telegram, YouTube",3,Lack of time,"Career development, Digital skills","To gain new skills, To improve career prospects, Networking opportunities, Certification upon completion","Self-paced online modules, In-person training sessions (if applicable), Blended (combination of online and in-person)",Afternoon (12 PM–4 PM),Daily,1,Machine Learning or AI,5,It is good at the moment,4 kilo
1/22/2025 10:41:30,"Yes, I consent to participate.",17,Male,Gullele,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,YouTube,1,Payment related things hu,Digital skills,"To gain new skills, To improve career prospects, Networking opportunities, Certification upon completion","Live sessions with Q&A, Blended (combination of online and in-person)",Evening (4 PM–8 PM),Four x a week,1,Forex trading ,5,No ,4 kilo
1/22/2025 10:51:17,"Yes, I consent to participate.",25,Male,Gullele,Tertiary Education (Undergraduate),Student,Yes,No,,,Mobile data,"Telegram, YouTube",2,Lack of time,Entrepreneurship and business management,"Networking opportunities, Certification upon completion","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides), Podcasts or audio materials, Virtual workshops or webinars",Evening (4 PM–8 PM),Weekly,5,Coding/programming,4,It's good,4 kilo
1/22/2025 10:57:35,"Yes, I consent to participate.",20,Male,Arada,Tertiary Education (Undergraduate),Student,Yes,No,,,Home Wi-Fi,YouTube,3,"Poor internet access, Lack of time",Entrepreneurship and business management,"To gain new skills, To improve career prospects, Personal interest, Networking opportunities, Certification upon completion",Live sessions with Q&A,Evening (4 PM–8 PM),Bi-weekly,1,Enterpreneurship ,5,Its good,4 kilo
1/22/2025 11:07:09,"Yes, I consent to participate.",16,Female,Lemi Kura,Secondary Education (Grades 9–12),Student,Yes,No,,,"Mobile data, Home Wi-Fi, Public Wi-Fi",Telegram,3,Poor internet access,"Career development, Digital skills",To gain new skills,Pre-recorded videos,Evening (4 PM–8 PM),Weekly,4,Digital skills,4,Nothing,4 kilo
1/22/2025 11:17:47,"Yes, I consent to participate.",18,Male,Bole,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,"Telegram, YouTube",3,Lack of awareness,Digital skills,Personal interest,"Live sessions with Q&A, Pre-recorded videos",Evening (4 PM–8 PM),Weekly,4,"Software designing, web development,fx trading",4,No i don't have,4 kilo
1/22/2025 11:24:50,"Yes, I consent to participate.",20,Male,Yeka,Tertiary Education (Undergraduate),Student,Yes,No,,,Mobile data,None of the above,2,"Lack of awareness, Lack of time, Topics not aligning with personal/career interests",Digital skills,"To gain new skills, To improve career prospects, Networking opportunities, Certification upon completion","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Daily,1,Not suggested ,5,No feedback its ok,4 kilo
1/22/2025 11:37:56,"Yes, I consent to participate.",29,Male,Kolfe Keranio,Secondary Education (Grades 9–12),Full time,Yes,No,,,Mobile data,"Telegram, YouTube",1,Programs are not interesting ,Digital skills,"To gain new skills, To improve career prospects, Networking opportunities, Certification upon completion","Pre-recorded videos, Reading materials (e.g., PDFs, guides), Interactive quizzes or activities, Podcasts or audio materials",Evening (4 PM–8 PM),Bi-weekly,1,Digital tech related ,5,I have nothing to add,4 kilo
1/22/2025 11:45:45,"Yes, I consent to participate.",21,Male,Gullele,Tertiary Education (Undergraduate),Part time,Yes,No,,,"Mobile data, Home Wi-Fi, Public Wi-Fi","LinkedIn, Telegram",1,"Lack of time, Topics not aligning with personal/career interests","Career development, Entrepreneurship and business management, Personal development","To gain new skills, To improve career prospects, Personal interest, Networking opportunities, Certification upon completion","Pre-recorded videos, Reading materials (e.g., PDFs, guides), Interactive quizzes or activities, Self-paced online modules",Evening (4 PM–8 PM),Bi-weekly,1,"Enterpreneurship, tech and networking ",4,good ,4 kilo
1/22/2025 11:52:10,"Yes, I consent to participate.",16,Male,Yeka,Secondary Education (Grades 9–12),Student,Yes,No,,,"Mobile data, Home Wi-Fi","Telegram, Instagram",3,Lack of time,Personal development,"To gain new skills, To improve career prospects","Self-paced online modules, Virtual workshops or webinars",Evening (4 PM–8 PM),Daily,1,Motivation,3,Its good,4 kilo
1/22/2025 12:01:52,"Yes, I consent to participate.",20,Female,Yeka,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,YouTube,1,"Lack of awareness, Poor internet access, Lack of time","Career development, Digital skills, Entrepreneurship and business management","To gain new skills, To improve career prospects","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides), Interactive quizzes or activities, In-person training sessions (if applicable)",Evening (4 PM–8 PM),Bi-weekly,1,Makeup and beauty,5,Nothing additional,4 kilo
1/22/2025 12:08:55,"Yes, I consent to participate.",19,Female,Yeka,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,"Telegram, YouTube",1,"Lack of awareness, Poor internet access, Lack of time","Career development, Digital skills","To gain new skills, To improve career prospects, Personal interest","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides), In-person training sessions (if applicable)",Evening (4 PM–8 PM),Bi-weekly,1,Graphics design ,5,Nothing so far,4 kilo
1/22/2025 13:55:31,"Yes, I consent to participate.",18,Male,Yeka,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,"YouTube, For large content YouTube is better ",2,"Topics not aligning with personal/career interests, Large and boring trainings not my type",Entrepreneurship and business management,"To improve career prospects, Networking opportunities, The money matters","Pre-recorded videos, Discussion forums or group chats",Evening (4 PM–8 PM),Bi-weekly,5,Motor bike and delivery jobs,5,Its good,4 kilo
1/22/2025 14:02:14,"Yes, I consent to participate.",40,Male,Nifas Silk Lafto,Secondary Education (Grades 9–12),Full time,No,No,,,Not use,None of the above,4,Poor internet access,Career development,To gain new skills,In-person training sessions (if applicable),Evening (4 PM–8 PM),Daily,2,Car license ,4,Good ,4 kilo
